rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
505,C-OCU-20260225T223244Z-505,S-OCU-20260225T223244Z-505,3000 Somervale Court SW,157S 3000 SOMERVALE CO SW,157S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:57|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509468,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
506,C-OCU-20260225T223244Z-506,S-OCU-20260225T223244Z-506,3000 Somervale Court SW,158S 3000 SOMERVALE CO SW,158S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:58|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509484,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
507,C-OCU-20260225T223244Z-507,S-OCU-20260225T223244Z-507,3000 Somervale Court SW,159S 3000 SOMERVALE CO SW,159S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:59|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509500,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
508,C-OCU-20260225T223244Z-508,S-OCU-20260225T223244Z-508,3000 Somervale Court SW,160S 3000 SOMERVALE CO SW,160S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:60|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509526,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
509,C-OCU-20260225T223244Z-509,S-OCU-20260225T223244Z-509,3000 Somervale Court SW,161S 3000 SOMERVALE CO SW,161S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:61|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509542,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
510,C-OCU-20260225T223244Z-510,S-OCU-20260225T223244Z-510,3000 Somervale Court SW,162S 3000 SOMERVALE CO SW,162S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:62|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509567,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
511,C-OCU-20260225T223244Z-511,S-OCU-20260225T223244Z-511,3000 Somervale Court SW,163S 3000 SOMERVALE CO SW,163S,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:63|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.52,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2001.0,LI,RE,Residential,M-C2,A005,6010.0,,757509583,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%253000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
512,C-OCU-20260225T223244Z-512,S-OCU-20260225T223244Z-512,6000 Somervale Court SW,100V 6000 SOMERVALE CO SW,100V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:00|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511589,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
513,C-OCU-20260225T223244Z-513,S-OCU-20260225T223244Z-513,6000 Somervale Court SW,101V 6000 SOMERVALE CO SW,101V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:01|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511605,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
514,C-OCU-20260225T223244Z-514,S-OCU-20260225T223244Z-514,6000 Somervale Court SW,102V 6000 SOMERVALE CO SW,102V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:02|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511621,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
515,C-OCU-20260225T223244Z-515,S-OCU-20260225T223244Z-515,6000 Somervale Court SW,103V 6000 SOMERVALE CO SW,103V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:03|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511647,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
516,C-OCU-20260225T223244Z-516,S-OCU-20260225T223244Z-516,6000 Somervale Court SW,104V 6000 SOMERVALE CO SW,104V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:04|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511662,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
517,C-OCU-20260225T223244Z-517,S-OCU-20260225T223244Z-517,6000 Somervale Court SW,105V 6000 SOMERVALE CO SW,105V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:05|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511688,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
518,C-OCU-20260225T223244Z-518,S-OCU-20260225T223244Z-518,6000 Somervale Court SW,106V 6000 SOMERVALE CO SW,106V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:06|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511704,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
519,C-OCU-20260225T223244Z-519,S-OCU-20260225T223244Z-519,6000 Somervale Court SW,107V 6000 SOMERVALE CO SW,107V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:07|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511720,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
520,C-OCU-20260225T223244Z-520,S-OCU-20260225T223244Z-520,6000 Somervale Court SW,108V 6000 SOMERVALE CO SW,108V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:08|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511746,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
521,C-OCU-20260225T223244Z-521,S-OCU-20260225T223244Z-521,6000 Somervale Court SW,110V 6000 SOMERVALE CO SW,110V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:10|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511787,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
522,C-OCU-20260225T223244Z-522,S-OCU-20260225T223244Z-522,6000 Somervale Court SW,111V 6000 SOMERVALE CO SW,111V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:11|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511803,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
523,C-OCU-20260225T223244Z-523,S-OCU-20260225T223244Z-523,6000 Somervale Court SW,112V 6000 SOMERVALE CO SW,112V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:12|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511829,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
524,C-OCU-20260225T223244Z-524,S-OCU-20260225T223244Z-524,6000 Somervale Court SW,113V 6000 SOMERVALE CO SW,113V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:13|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511845,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
525,C-OCU-20260225T223244Z-525,S-OCU-20260225T223244Z-525,6000 Somervale Court SW,114V 6000 SOMERVALE CO SW,114V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:14|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511860,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
526,C-OCU-20260225T223244Z-526,S-OCU-20260225T223244Z-526,6000 Somervale Court SW,115V 6000 SOMERVALE CO SW,115V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:15|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511886,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
527,C-OCU-20260225T223244Z-527,S-OCU-20260225T223244Z-527,6000 Somervale Court SW,116V 6000 SOMERVALE CO SW,116V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:16|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511902,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
528,C-OCU-20260225T223244Z-528,S-OCU-20260225T223244Z-528,6000 Somervale Court SW,117V 6000 SOMERVALE CO SW,117V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:17|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511928,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
529,C-OCU-20260225T223244Z-529,S-OCU-20260225T223244Z-529,6000 Somervale Court SW,118V 6000 SOMERVALE CO SW,118V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:18|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511944,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
530,C-OCU-20260225T223244Z-530,S-OCU-20260225T223244Z-530,6000 Somervale Court SW,119V 6000 SOMERVALE CO SW,119V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:19|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511969,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
531,C-OCU-20260225T223244Z-531,S-OCU-20260225T223244Z-531,6000 Somervale Court SW,120V 6000 SOMERVALE CO SW,120V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:20|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757511985,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
532,C-OCU-20260225T223244Z-532,S-OCU-20260225T223244Z-532,6000 Somervale Court SW,121V 6000 SOMERVALE CO SW,121V,209,adjacent_floor,20,similar_floor_plan,high cross-metric similarity,stack:21|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,75.66,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2001.0,LI,RE,Residential,M-C2,A004,8980.0,,757512009,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%256000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
