rank,comp_id,source_id,target_building,address,unit,subject_unit,unit_match,unit_score,floor_plan_relation,relation_reason,plan_signature,metric_similarity_pct,metric_match_count,metric_total_count,metric_fields_used,metric_fields_matched,community,assessed_value,re_assessed_value,nr_assessed_value,fl_assessed_value,assessment_year,year_of_construction,property_type,assessment_class,assessment_class_description,land_use_designation,sub_property_use,land_size_sm,sqft,roll_number,value_delta,value_delta_pct,dataset_id,source_url
792,C-OCU-20260225T223244Z-792,S-OCU-20260225T223244Z-792,5500 Somervale Court SW,71V 5500 SOMERVALE CO SW,71V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:71|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200285609,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
793,C-OCU-20260225T223244Z-793,S-OCU-20260225T223244Z-793,5500 Somervale Court SW,67V 5500 SOMERVALE CO SW,67V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:67|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200286508,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
794,C-OCU-20260225T223244Z-794,S-OCU-20260225T223244Z-794,5500 Somervale Court SW,72V 5500 SOMERVALE CO SW,72V,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:72|sub_property_use:A004|land_use:M-C2|assessed_bucket:10000,81.64,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,10000,10000,0,0,2026,2003.0,LI,RE,Residential,M-C2,A004,6090.0,,200283810,-253000,-0.9620,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
795,C-OCU-20260225T223244Z-795,S-OCU-20260225T223244Z-795,5500 Somervale Court SW,81S 5500 SOMERVALE CO SW,81S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:81|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285682,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
796,C-OCU-20260225T223244Z-796,S-OCU-20260225T223244Z-796,5500 Somervale Court SW,82S 5500 SOMERVALE CO SW,82S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:82|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285674,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
797,C-OCU-20260225T223244Z-797,S-OCU-20260225T223244Z-797,5500 Somervale Court SW,83S 5500 SOMERVALE CO SW,83S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:83|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285666,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
798,C-OCU-20260225T223244Z-798,S-OCU-20260225T223244Z-798,5500 Somervale Court SW,84S 5500 SOMERVALE CO SW,84S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:84|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285658,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
799,C-OCU-20260225T223244Z-799,S-OCU-20260225T223244Z-799,5500 Somervale Court SW,85S 5500 SOMERVALE CO SW,85S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:85|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285641,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
800,C-OCU-20260225T223244Z-800,S-OCU-20260225T223244Z-800,5500 Somervale Court SW,86S 5500 SOMERVALE CO SW,86S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:86|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285633,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
801,C-OCU-20260225T223244Z-801,S-OCU-20260225T223244Z-801,5500 Somervale Court SW,73S 5500 SOMERVALE CO SW,73S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:73|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285591,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
802,C-OCU-20260225T223244Z-802,S-OCU-20260225T223244Z-802,5500 Somervale Court SW,74S 5500 SOMERVALE CO SW,74S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:74|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285625,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
803,C-OCU-20260225T223244Z-803,S-OCU-20260225T223244Z-803,5500 Somervale Court SW,75S 5500 SOMERVALE CO SW,75S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:75|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285740,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
804,C-OCU-20260225T223244Z-804,S-OCU-20260225T223244Z-804,5500 Somervale Court SW,76S 5500 SOMERVALE CO SW,76S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:76|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285732,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
805,C-OCU-20260225T223244Z-805,S-OCU-20260225T223244Z-805,5500 Somervale Court SW,77S 5500 SOMERVALE CO SW,77S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:77|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285724,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
806,C-OCU-20260225T223244Z-806,S-OCU-20260225T223244Z-806,5500 Somervale Court SW,78S 5500 SOMERVALE CO SW,78S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:78|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285716,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
807,C-OCU-20260225T223244Z-807,S-OCU-20260225T223244Z-807,5500 Somervale Court SW,79S 5500 SOMERVALE CO SW,79S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:79|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285708,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
808,C-OCU-20260225T223244Z-808,S-OCU-20260225T223244Z-808,5500 Somervale Court SW,80S 5500 SOMERVALE CO SW,80S,209,layout_unknown,0,similar_floor_plan,high cross-metric similarity,stack:80|sub_property_use:A005|land_use:M-C2|assessed_bucket:2500,81.31,13,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,SOMERSET,2500,2500,0,0,2026,2003.0,LI,RE,Residential,M-C2,A005,6090.0,,200285690,-260500,-0.9905,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%255500%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
809,C-OCU-20260225T223244Z-809,S-OCU-20260225T223244Z-809,7000 Somervale Court SW,7000 SOMERVALE CO SW,,209,unknown,0,similar_floor_plan,high cross-metric similarity,stack:NA|sub_property_use:X057|land_use:M-C2|assessed_bucket:21720000,76.18,10,16,property_type;assessment_class;assessment_class_description;land_use_designation;sub_property_use;comm_code;comm_name;assessed_value;re_assessed_value;nr_assessed_value;fl_assessed_value;land_size_sm;land_size_sf;land_size_ac;year_of_construction;roll_year,property_type;assessment_class;assessment_class_description;land_use_designation;comm_code;comm_name;nr_assessed_value;fl_assessed_value;year_of_construction;roll_year,SOMERSET,21720000,21720000,0,0,2026,2002.0,LI,RE,Residential,M-C2,X057,9600.0,,757122007,21457000,81.5856,4bsw-nn7w,https://data.calgary.ca/resource/4bsw-nn7w.json?%24where=upper%28address%29+like+%27%257000%25%27+and+upper%28address%29+like+%27%25SOMERVALE%25%27&%24limit=1000&%24offset=0
